H-ID,type_id,stated_in H-ID,pages,reference_prefix,quotation
47033,128,46903,52,HuCa - HUON ET CALISSE,ibid. p. 34-80 — fin 13è s. - début 14è s. (picard?) ; ms. 16è s. (picard ?) = 2485 v. [Geste de Huon de Bordeaux.] → laisse
47034,128,46896,417,HuonCPK,"Cycle de Huon de Bordeaux, continuation ‘Huon, roi de feerie’, en vers décasyllabiques, contenant trois épisodes, Huon, roi de féerie (444 v.), Combat de Huon contre les géants (404 v.) et Huon le desvey (plus de 160 v.); 14 e s. (?); ms. BN fr. 22555 [lorr. 15 e s.] (P); p. p. W. W. Kibler, “The P continuation of Huon de Bordeaux”, dans→ MélKeller 117-149. Ne parle pas de la datation de son texte. Sans glossaire. Cf. DLF2 704b et surtout HuonR p. 11."
47035,128,46903,52,JB - JOURDAIN DE BLAIVES,"Amis et Amiles und Jourdains de Blaivies, zwei altfranzösische Heblengedichte des Karolingischen Sagenkreises; nach der Pariser Fandschrift zum ersten Male herausgegeben von K. HOFMANN, Erlangen, 2è éd., 1887 — fin 12è - début 13è s. (Ile-de-France ?) ; ms. (1259-1300) (éléments lorrains-wallons) = 4243 v. [Geste de Blaives.] → vers (1). (1) MP signale 3 transcriptions (ms. XVè s.) du poème refait en alexandrins, à la fin du XIVè siècle, p. 21-2."
47036,128,46903,52,JL - JEAN DE LANSON,"Jean de Lanson, publié d'après les manuscrits de Paris et de Berne par J. V. MYERS, Valencie (Espagne), 1965 (Univ. af North Carolina. Studies in the Romance language and Literature, LIII)–1212-34 (Bertolais de Laon ? francien) ; ms. de base fin 13è - début 14è s. (français et traces diverses) + ms. 15è s. (picard) = 6294 v. [Geste du roi Charles.] C → vers (2). (2) Voir aussi GeL (Textes annexes)."
47037,128,46905,23,K1 - KARLETO (Italie),"Karleto, poème publié par J. REINHOLD, dans Zeit. für Rom. Philologie, XXXVII, 1913, p. 27-56, 145-176, 287-312, 614-677 -- 13è s. (franco-italien) ; ms. 1300-50 (franco-ital.) = 3536 v. [Geste du roi Charles.] A → vers."
47038,128,46912,15,,
47039,128,46903,58,LA CHANSON DE RAINOUART,Titre que l'on a donné à la section où intervient Rainouart dans G2 (v. 2636 sv.) et Al.
47040,128,46903,63,LA CHANSON DE VIVIEN,"Première partie de la bataille de l'Archamp-Aliscans, dans la Chanson de Guillaume (G1, v. 1- 928 + G2, v. 1981-2071) et le poème d'Aliscans (v. 1-938)."
47041,128,46903,52-53,LB1 - LION DE BOURGES,"(3) Lion de Bourges. Poèmé épique du XIVè siècle. Ed. critique publiée par W.U. KIBLER, J. L. G. PICHERIT et T. S. FENSTFR (Texte litt. fr., 285) Droz, Genève, 1986, 2 vol. — fin 13è ou début 14è s. (picard) ; ms. 15è s. (version alexandrine, picard-lorrain) = 34.298 v. [Poèmes indépendants.] B [Geste du roi Charles.] C → vers. (3) Une première édition partielle de la version en alexandrins a été publiée par W. M. KIBLER sous le titre : A Partial édition of the Chanson de Lion de Bourges (Univ. of North Carolina at Chapell Hill, thèse) 1968 (fol. 1-51 = 9773 v.)."
47042,128,46903,45,LES ENFANCES RAINOUART,"Fragments constituant des éléments d'Enfances Rainouart repérables dans A1, BL1, BL2, EV, G2, MR1, MR2 et le Roman en prose (B.N. fr. 796, 1497) → vers des poèmes (2). (2) On consultera notamment : Al v. 3197...3756...3268... 4790-23,4543...6407...7047... ★ p. 496 V. 19... EL1 Ars. fol. 155... - 812 v. 2904... - EU ms. BN. Fr. 1448, v. 4783-5010- 62 V. 3508-48 - MRI Ars. fol. 166 - MRZ V. 665,668,685,1681...Roman en prose, chap. 37-8. Voir, sur sa paissence, J. RUNCETRG, Etudes sur la geste Raipouart, diss. Helsingfors, 1905, p. 127-130."
47043,128,46903,33,Am11 - AMI ET AMILES,"Amis and Amilun zugleich mit der altfranz. Quelle, herausgegeben von F. KOLBING, Heilbronn, 1884 (Altenglische Bibliothek, II, p. 111-187) — début 13è s. ? (anglo-normand) ; ms. 13è - 14è s. (anglo-normand) = 1250 v. [Geste de Blaives.] → vers + pages (variantes) (3). 
(3) MP signale (p. 21-2) trois transcriptions (ms. XVè s.) du poème refait en alexandrins, à la fin du XIVè siècle."
47044,128,46903,53,M1 - MAINET,"(1) Mainet. Fragments d’une chanson de geste du XIIè siècle, publiée par G. PARIS, dans Rom. IV, 1875, p. 304-337 — fin 12è s. (remanṯ d'une oeuvre tolédone (?), début 12è s.) ; ms. 13è s. (partie orientale de la France) = 878 v. [Geste du roi Charles.] A → sections + vers. (1) Nouvelle éd. en préparation par Jacques HORRENT."
47045,128,46903,53,MA1 - MAUGIS D'AIGREMONT (Les Enfances Maugis),"(2) Maugis d'Aigremont, publié per f. CASTETS, dans Revue des Langues Romanes, XXXVI (4è série, VI), 1892, p. 5-259 — 1200-50 (Beauvaisis) ; ms. de Cambridge, 1275-1300 (picard) = 9608 v. [Geste de Doon de Maience.] [Geste du roi Charles.] C → vers. (2) Voir aussi Ph. VERNAY: 'Maugis d'Aigremont', chanson de geste, Edition critique, avec introducticn, notes et glossaire, (Romanica Helvetica, 93), Berne, 1980, ms. de base de Paris, avec var. des mss. de Montpellier et Cambridge (9079 v.)."
47046,128,46903,53,Mac1 - MACAIRE (La Reine Sebile),"Macaire, chanson de geste publiée, d'après le manuscrit unique (franco-italien) de Venise, par F. GUESSARO, Faris, 1866 (APF, 6) — début 14è s. (remanṯ franco-italien d'un texte (français ?) de la fin 12è s., 1210-40 ou 13è s.) ; ms. 1300-50 (franco-italien) = 3615 v. [Geste du roi Charles.] H → vers."
47047,128,46903,53,Mac2 - MACAIRE,"Fragments uniques d'un roman du XIIIè siècle (La Reine Sebile)... publies par A. SCHELFR, dans Bulletin de l'Académie Royale des Sciences, des Lettres et des Beaux Arts de Belgique, XXXIX, 1875, p. 404-423 — c. 1250 ? (renouvṯ d'une chanson perdue de la fin 12è - début 13è s.) ; ms. 13è s. (langue commune)= 202 v. [Geste du roi Charles.] H → vers."
47048,128,46903,53,Mac4 - MACAIRE,"Nouveaux Fragments de la Chanoso de La Reine Sebile, publiés par A. T. BAKER et M. BOOUES, dans Rom. XLIV, 1915, p. 1-13 — c. 1250 ? (renouvṯ d'une chanson perdue de la fin 12è s. - début. 13è s.) ; ms. 13è s. (écriture anglaise) = 137 v. [Geste du roi Charles.] H → sections + vers."
47049,128,46903,53,Mac5 - MACAIRE,"Fragments de la chanson de Le Reine Sebile, conservés aux Archives Cantonales de Sion (Suisse), publiés par P. AEBISCHER, dans Zeitschrift für Romanische Philologie, LXVI, 1950, p. 385-408 — c. 1250 ? (renouvṯ d'une chanson perdue de la fin 12è s. -début 13è s.) ; ms. c. 1300 (Est, près de la Lorraine) = 168 v. [Geste du roi Charles.] H → vers."
47050,128,46903,54,Mai - MAILLEFER,"Maillefer. Résumé d'un poème perdu, d'après le Roman en prose (B.N. fr. 796, 1497), par J. RUNEBERG, dans Etudes sur la geste Rainoart, diss. Helsingfors, 1905, c. 78-80 (trad. du résumé allemand de G. SCHLAGER et W. CLOETTA, Herrig's Archiv für Neuere Sprachen und Literatur, XCVIII, p. 4 sv.) — c. 1465 ? (Roman reprenant une geste perdue de 1200-50) ; ms. c. 1465? (français) [Geste de Rainouart (rattachée à Geste de Guillaume d'Orange)] [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → sigle seul."
47051,128,46903,54,MAN - LA MORT AYMERI DE NARBONNE,"La Mort Aymeri de Narbonne, chanson de geste publiée, d'après les manuscrits de Londres et de Paris, par J. COURAYE DU PARC, Paris, 1884 (SATF) — 1170-80 ou fin 12è s. (renouvṯ ? Champagne méridionale ?) ; ms. de base c. 1750 (Champagne mérid.) = 4176 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Garin de Monglane.] → vers."
47052,128,46903,54,MC - LA MORT (ou LE TESTAMENT) CHARLEMAGNE,"[texte en préparation et communiqué] - La canzone della Mort Charlemagne (La Morte di Carlo Magno), étude et extraits, pobliés par Gianfranco CONTINI, dans Mélanges de linquistique romane et de philologie médiévale offerts à F. DELBOUILLE, Gembloux, 1964, II, p. 105-126 (fol. 51 v-53r = 87v.) et du même auteur : 'Le début de la Mort Charlemagne', dans la chanson de geste et le mythe carolingien. Mélanges René Lonis, Paris, 1982, I, p. 303-311 (fol. 32r-34v = 130 v.) — ms. 13è s., fol. 32r-53r. (franco-italien) = 1045v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → folios."
47053,128,46903,54,Meu - MEURVIN,"Histoire de preux MEURVIN, fils d'Ogier le Danois Résumé d'un poème perdu, d'après on Roman du XVIè siècle, dans Bibliothèque Universelle des Romans, février 1778, p. 168-179 — imprimé Paris 1539 (résumé d'un poème perdu, 13è s. ?) [Geste de Doon de Maience.] → pages du résumé (1). (1) Voir (L. GAUTIER, Les Epopées Françaises, II, 1867, p. 450, 620."
47054,128,46903,34,AN - AYMERI DE NARBONNE,"Aymeri de Marbonne. Chanson de geste publiée par L. DEMAISON, 2 vol. Paris 1887 (SATF) — 1205-25 (Ile-de-France ; renouvṯ de Bertran de Bar ?) (1) ; ms. de base, milieu 13è s. (Champagne mérid.) = 4708 v. [Geste de Garin de Monglane.] → vers. 
(1) Pour U.G. VAN EMDEN, éd. de Girart de Vienne, p. XXXVII, l'auteur anonyme du poème écrit vers 1200, est Bertrand de Bar-sur-Aube."
47055,128,46903,55,MF - LA MORT MAUGIS D'AIGREMONT,"La Mort de Maugis, publiée par F. CASTETS, Revue des Langues Romanes, XXXVI (4è Série, VI), 1892, p. 281-314 — fin 13è - début 14è s. (picard?); ms. début 14è s. = 1244 v. [Geste de Doon de Maience.] → vers."
47056,128,46903,54,MG1 - LE MONIAGE GUILLAUME I,"Les deux rédactions en vers du Moniage Guillaume, chanson de geste du XIIè siècle, publiées par M. CLOETTA, 2 vol., I, Paris 1906-13 (SATF)— c. 1160 (renouvṯ n.-e. de l'Ile-de-France, picard) ; ms. de base c. 1275 (picard) = 934 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47057,128,46903,54,MG2 - LE MONIAGE GUILLAUME II,"(2) Les deux rédactions en vers du Moniage Guillaume, chanson de geste du XIIè siècle, publiées par W. CLOETIA, 2 vol., I, Paris 1906-1913 (SATF) — 1180-90 (renouvṯ n.-e. de l'Ile-de-France, picard) ; mss. 13è et 14è s. (dialectes divers - picard en 2è partie, soit v. 1920 sv.) → Synagon = 6629 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers (2) Nouvelle édition (rédaction AB) en préparation par N. ANDRIEUX."
47058,128,46905,31-32,MGa - MORANT ET GALIENNE (Allemagne),"Morant und Galie nach der Cölner Handschrift herausgegeben von Erich KALISCH, dans Rheinische Beiträge und Hülfücher zur germanischen Philologie und Volkskunde, band 2, Bonn und Leipzig, 1921 -- 1198-1210 (all.) ; ms. début 15è s. = 5592 v. [Geste du roi Charles.] B → vers."
47059,128,46903,55,MGL - LA MORT DE GARIN DE LOHERAIN,"(1) L'édition de GL dispense de recourir à la publication de la Mort de Garin le Loherain par Edélestand DU MERIL, Paris 1846 (Roman des douze Pairs, X). Cependant, nous retenons sous le sigle MGL quelques noms qui sont propres à ce texte de 4809 vers."
47060,128,46903,55,MR1 - LE MONIAGE RAINOUART I,"Le Moniage Rainouart I, publié par G. A. BERTIN, Paris, 1973 (SATF) — c. 1170 ou 1190-1200 (remanṯ ?, langue commune picardisante) ; ms. de base c. 1225 (n.-e. de la France ?) = 7531 v. [Geste de Rainouart (rattachée à Geste de Guillaume d'Orange)] [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47061,128,46903,55,MR2 - LE MONIAGE RAINOUART II,"[texte en préparation et communiqué] - Le Moniage Rainouart II, texte préparé per G. A. BERTIN (SATF) — c. 1170 ou 1790-1200 (Guillaume de Bapaume remanieur ?, langue commune picardisante) ; ms. 1275-1300 (lorrain) = 7462 v. [Geste de Rainouart (rattachée à Geste de Guillaume d'Orange)] [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47062,128,46903,55,N1 - LES NARBONNAIS,"Les Narbonnais, chanson de geste, publiée par H. SUCHIER, 2 vol., Paris, 1898 (SATF) — c. 1210. (renouvṯ, Ile-de-France) ; ms. c. 1250 (francien) = 8063 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Garin de Monglane.] → vers."
47063,128,46903,55,N2 - LES NARBONNAIS,"Les 'Narbonnais' et le 'Siège de Barbastre'. Fragment d'un ms. cyclique, publié, par Duncan Mc MILLAN dans Rom. LXVII, 1942-3, p. 91-103 — c. 1210 (renouvṯ¬ Ile-de-France) ; ms. fin 13è s. (francien) = 252 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Garin de Monglane.] → vers."
47064,128,46903,55,N3 - LES NARBONNAIS,"Les 'Narbonnais', fragments of an assonanced version, published by G. HUTCHINGS, dans Studies French Language and Mediaeval Literature presented to Prof. M. K. P0PE by pupils..., Manchester, 1939, p. 145-159 — fin 12è - début 13è s. (version assonancée plus ancienne que N1) ; ms. 13è s. (anglo-normand) = 212 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Garin de Monglane.] → vers."
47065,128,46896,38,AnsMetzS1,"Anseïs de Metz (parfois appelé Anseïs de Gascogne), chanson de geste du Cycle des Loherains, version longue (25000 vers décasyll. en laisses asson., mss. S, L, U); flandr. 1 er t. 13 e s.; fragm. Arlon Arch. Saint Hubert L.12 [pic. 13e s.], en var. BN fr. 4988 [ca. 1300] (S) fo 164-291, Ars. 3143 [Paris?, traits pic. 1e m. 14 e s.]
(N), BN fr. 24377 [pic. ca. 1300] (L), non utilisé: Vat. Urbinati lat. 375 [13e s.] (U) [v. R 14,421-432]; p. p. E. Stengel, Die Bruchstücke der noch ungedruckten Chanson d’Anseïs de Mes, Greifswald (Festschrift der Universität Greifswald 15. Mai 1904) 1904; [souvent = FEW Anseïs et Gdf ‘Les Loh.’]. Version courte du ms. M: → Yon."
47066,128,46903,55,N4 - LES NARBONNAIS,"(2) Un ignoto frammento del poeme 'Les Narbonnais', publié par Guido FAVATI, dans Omaggio a Camillo Guerrieri - Crocetti (Studi e Testi romanzi e mediolatini, 2), Genova, 1971, p. 493-508 — ms. 14è s. (francien) = 318 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Garin de Monglane.] → vers. (2) c. r. dans Olifant VII, n° 2, 1979, p. 177-8."
47067,128,46903,56,NCC1 - LA NAISSANCE DU CHEVALIER DU CYGNE (Elioxe),"[texte en préparation et communiqué] - (1) La Naissance du Chevalier au Cygne - Part I, Elioxe, texte préparé ser le ms. de base B.N. fr. 12558, par F. J. MICKEL (Indiana, USA) — 1200-50 (picard) ; ms. de base 1260-80 (picard) = 3499 v. [Cycles de la Croisade.] A → vers (1) Voir E. J. MICKEL, J. A. NELSON et G. M. MYERS, The Old French Crusade Cycle. I : 'La Naissance du chevalier au cygne', Elioxe', Beatrix', with an Essay on the Manus¬ cripts of the Old French Crusade Cycle. Univ. of Alabama Pr., 1977."
47068,128,46903,56,NCC2 - LA NAISSANCE DU CHEVALIER AU CYGNE (Beatrix),"[texte en préparation et communiqué] - (1) La Naissance du Chevelier au Cygne - Part II, Beatrix, texte préparé sur le ms. de base B.N. fr. 786, par J. A. NELSON (Alabama, USa) — 1200-50 (picard) ; ms. de base c. 1275 (Tournai) = env. 3200 v. [Cycles de la Croisade.] A → vers (1) Voir E. J. MICKEL, J. A. NELSON et G. M. MYERS, The Old French Crusade Cycle. I : 'La Naissance du chevalier au cygne', Elioxe', Beatrix', with an Essay on the Manus¬ cripts of the Old French Crusade Cycle. Univ. of Alabama Pr., 1977."
47069,128,46903,56,OB - ORSON OF BEAUVAIS,"Orson de Beauvais, chanson de geste du XIIe siècle, publiée d'après le manuscrit unique de Cheltenhe, par G. PARIS, Paris 1899 (SATF) — 1180-5 ou début 13è s. (francien-picard) ; ms. fin 13è s. (lorrain) = 3744 v. [Poèmes indépendants.] B → vers."
47070,128,46903,56,Oct1 - OCTAVIEN,"Octavian. (2) Altfranzösischer Roman nach der Oxforder Handschrift Bodl. Hatton 100, zum ersten Male, herausgegeben von K. VOLLMÖLLER, Heilbronn, 1883 (Alt¬ französische Bibliothek, III) — 1229-44 ou fin 13è s. (picard) ; ms. fin 13è - début 14è s. (picard) = 5371 v. [Cycle de Dagobert.] → vers. (2) Voir aussi C. A. HEAD, 'Octavian' ; A critical Edition (ms. Hatton 100, Bibl. Bodl. Oxford), Univ. of North Carolina at Chapell Hill, 1978."
47071,128,46905,33,Orl1 - ORLANDINO (Italie),"(1) - Orlandino, publié par A. MUSSAFIA, dans Rom. XIV, 1885, p. 192-206 -- 14è s. (franco-italien) ; ms. 1300-50 (franco-italien) = 475 v. [Geste du roi Charles.] B → vers.

(1) Nouvelle édition par C. CREMONESI, cf. BM1."
47072,128,46903,56,Ot1 - OTINEL,"[texte plus ou moins influencé par la Chronique de Turpin (PT, Textes Annexes)] - Otinel, chanson de geste publiée pour le première fois, d'après les manuscrits de Rome et de Middlehill, par F. GUESCARD et H. MICHELANT, Paris, 1859 (APF, I) - fin 12è - début 13è s., 1210-40, c. 1250 (anglo-normand ?) ; ms. de base (Vat.) daté de 1318, complété par ms. (Mid.) 14è s. (anglo-normand) = 2133 v. [Geste du roi Charles.] G → vers."
47073,128,46903,56,PC - LA PRISE DE CORDRES ET DE SEBILLE,"La Prise de Cordres et de Sebille, publiée d'après le manuscrit unique de la Bibl. Nat, par O. DENSUSIANU, Paris, 1896 (SATF) 1190-5 ou plutôt 1er quart du 13è s. (dial. de l'Ile-de-France), auteur natif de Champagne orientale) ; ms. c. 1270-80 (lorrain) = 2948 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47074,128,46903,56-57,PD - PARISE LA DUCHESSE,"Parise la Duchesse, chanson de geste. Deuxième édition, revue et corrigée d'après le manuscrit unique de Paris, publiée par F. GUESSARD et L. LARCHEY, Paris, 1860 (APF, 4) — avant ou c. 1200, début 13è s. ou après 1250 (franco-picard ?) ; ms. 13è s. (lorrain) = 3107 v. [Geste de Nanteuil.] → vers."
47075,128,46903,57,PO - LA PRISE D'ORANGE,"Les Rédactions en vers de la Prise d'Orange par CL. REGNIER, Paris (thèse), 1966 — 1160-5 ou fin 12è s. (renouvṯ, langue commune) ; 4 groupes de mss. avec des divergences considérables : de 1200-50 (est de Paris) au début du 14è s. (Ile-de-France, Picardie. Lorraine, Hainaut) = 5847 v. (total) [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → A-C-D-E-S + vers."
47076,128,46903,34,Aq - AQUIN,"(2) Le Roman d'Aquin, ou la Conqueste de la Bretaigne par le roy Charlemaigne. Chanson de geste du XIlè siècle, publiée par F. JOÜON DES LONGRAIS, Nantes, 1880 (Soc. des Bibliophiles Bretons) — 1170-90 (auteur breton, région de Dol, remanṯ ? ; normand de Haute-Bretagne) ; ms. 15è s. (copie) = 3087 v. [Geste du roi Charles.] B → vers. 
(2) Nouvelle édition d'Aiquin ou la Conquète de la Bretagne par le roi Charlemagne (B.N. ms, fr. 2233), par F. JACQUES et M. TYSSENS. PubI. de l’Univ. de Provence, Senefiance n° 8 et Paris, 1979."
47077,128,46903,57,PP - LA PRISE DE PAMPELUNE,"[texte plus ou moins influencé par la Chronique de Turpin (PT, Textes Annexes)] - Altfranzösische Gedichte aus Venezianischen Handscbriften herauspepeben von A. MUSSAFIAI, La Prise de Pampelune. II. Macaire, Vienne, 1864 — 1328 ou après (Nicolas de Vérone, franco-vénitien) ; ms. 1300-50 (franco-italien) = 6113 v. [Geste du roi Charles.] G → vers."
47078,128,46903,57,PrCr1-9 - PREMIERE CROISADE (Récit de la),"Un récit en vers frençais de la Première Croisade, fondé sur Baudri de Bourgueil (extraits I-VIII), publié par D. MEYER, dans Rom. V, 1876, p. 1-63 - Le poème de la croisade imité de Baudri de Bourgeuil, fragment nouvellement découvert (extrait IX, p. 493-4), publié par D. MEYER, dans Rom. VI, 1877, p. 489 sv. — fin 12è s. (français d'un normand d'Angleterre) ; 3 mss.: c. 1250 (normand) et après 1350 (écriture anglaise) = 1610 v. [Cycles de la Croisade.] B →sections (I-IX) + vers."
47079,128,46896,662,PriseCordD,"Prise de Cordres et de Sebile, chanson de geste du cycle de Guillaume d’Orange, proche de → GuibAndr par le contenu, en vers décasyll. et alex.; lorr.mérid. (ou Barrois?) ca. 1200; ms. unique BN fr. 1448 [lorr.mérid. 3e q. 13 e s.]; p. p. O. Densusianu, La Prise de Cordres et de Sebille, Paris (Firmin Didot) 1896; [= TL Cordres; FEW Prise]."
47080,128,46903,57,PSa - LE PAS SALADIN,"Le Pas Saladin, poème historique de la 3è Croisade (1189-1192), publié par F. E. LODEMAN, dans Modern Language Notes, XII, 1897 (Baltimore), n°s 1, 2 (texte), 4, 5 — début 14è s. (français) ; ms. d'avant 1350 (picarc-wallon) = 611 v. [Cycles de la Croisade.] C → vers."
47081,128,46903,57,RA1 - LE ROMAN D'ARLES,"Le Roman d'Arles, publié par C. CHABANEAU, dans Revue des Langues Romanes, XXXII (4è série, II), 1888, p. 405-508 et 521-530 — fin 13è s. ou 1300-50 (provençal, auteur arlésien utilisant une traduction antérieure) ; ms. 1373-5 (B. Boysset, arlésien) = 499 lignes (598-1096) [Geste du roi Charles.] F [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Vivien (rattachée à Geste de Guillaume d'Orange).] → lignes."
47082,128,46903,57,RA2 - LE ROMAN D'ARLES,"[texte plus ou moins influencé par la Chronique de Turpin (PT, Textes Annexes)] - Le Roman d'Arles du ms. Vat. Palat. 965, publié par C. CHABANEAU, dans Revue des Langues Romanes, XXXIII (4è Série, III), 1889, p. 101-5 (chap. I-V) — 1300-50 (résuné latin par Bernard Gui ? d'un récit perdu analogue à RA1) ; ms. daté de 1360 (latin) = 5 chapitres [Geste du roi Charles.] F [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] [Geste de Rainouart (rattachée à Geste de Guillaume d'Orange)] [Geste de Vivien (rattachée à Geste de Guillaume d'Orange).] → chapitres."
47083,128,46903,57-58,RA3 - LE ROMAN D'ARLES,"Lou Roman d'Arle. Fragment de poène provençal inédit, publié per V. LIEUTAUD, dans Revue de Marseille et de Provence, XIX, 1873, p. 169-187 : 'Los Sarrazins en Arle', v. 118-187 — 14è s. (provençal) ; copie du 18è s. (provençal) [Geste du roi Charles.] F [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47084,128,46903,58,RC - RAOUL DE CAMBRAI,"Raoul de Cambrai, chanson de geste du XIIè siècle, publiée par D. MEYER et A. LONGNON, Paris, 1882 (SATF) — 1175-1200 (renouvṯ d'un texte de la fin du 11è s. ou de 1100-25, en 2 parties : N.-Est et bord de l'Ile-de-France, vers. N.-Est) ; ms. 1è partie, c. 1250-75, 2è partie, fin 13è s. (nord de la Champagne) = 8726v. [Geste du Nord.] → vers. (1). (1) L'éditeur transcrit aux p. 297-370 un passage du ms. B.N. fr. 1622 (fol. 306b - 312d = 784 v.). Ce texte se retrouvant à sa place dans YM du même ms., les références qui le concernent dans la table de RC ne sont pas retenues ici."
47085,128,46903,58,RG - RENIER DE GENNES,"Fragment d'un poème perdu de Renier de Gennes, conservé dans le Roman en prose (Ars. 3351) et publié par L. GAUTIER, dans Les Epopées Françaises, I, 1865, p. 508, n. 1 — 14è s. (langue commune) ; ms. 1450-1500 = 13 v. [Geste de Garin de Monglane.] → vers."
47086,128,46903,58,RM1 - RENAUT DE MONTAUBAN,"Les Quatre fils Aymon, chanson de geste publiée par F. CASTETS, Montpellier, 1909 (Slatkine) Reprints, Genève, 1974) - d'abord parue dans la Revue des Lanques Romanes, XLIX (5è Série, IX), 1906, p. 97-219, 367-426 ; L (5e Série, X), 1907, (v. 1-5864), p. 97-182, 345-533 (v. 1-1701 = BA) ; LI (6è Série, I), 1908, (v. 5865-12613), p. 67-96, 143-216, 241-262, 289-371, 407-447, 490- 504 ; LII (6è Série, II), 1909, (v. 12614-18489), p. 16-77, 130-162, 193-423 — fin 12è s. ou c. 1200 (renouvṯ, franco-picard) ; ms. de base milieu 13è - début 14è s. (multiples variantes) = 16789 v. (après BA) [Geste de Doon de Maience.] [Geste du roi Charles.] C → vers (1701-18489) (2). (2) Nous ne pouvons retenir ici les fragments, parfois importants, propres à plusieurs manuscrits. Voir aussi les travaux de J. THOMAS à la Table des cycles, s.v. Renaut de Montauban."
47087,128,46903,32,AA1 - AYE D'AVIGNON,"Aye d'Avignon, chanson de geste anonyme. Edition critique par S. J. B0RG, Paris-Genève, 1967. (TLF, 154) — 1195-1205 (Ile-de-France) ; ms. de base, fin 13è - début l4è (picardo-normand) = 4132 v. [Geste de Nanteuil] → vers."
47088,128,46905,10,AqB - AQUILON DE BAVIERE (Italie),"[édition partielle utilisée] (2) - Aquilon de Bavière, roman franco-italien inconnu - étude, résumé et extraits par A. THOMAS dans Rom. XI, 1882, p. 538-569 -- 1379-1407 (franco-italien, Raphaël Marmora, à Vérone) ; ms. 1400-50 (franco-ital.) = 7 livres (prose) [Geste du roi Charles.] K → livres (I-VII).
(2) Voir aussi l'éd. partielle de V. BERTOLIN et A. M. BABBI, Raffaele da Verona, ""Aquilon de Bavière"" (1. V), Povegliano Veronese, Gutemberg, 1979."
47089,128,46905,34-35,RM2 - RENAUT DE MONTAUBAN (Italie),"(2) I cantari di Rinaldo da Monte Albano. Edizione critica con introduzione e olosario a cura di Elio MELLI (Collezione di opere inedite o rare publicate della Commissione per i testi di Lingua, no. 133), Bologna, 1973 -- fin 14è s. (franco-italien) = 16240 v., chants et strophes [Geste de Doon de Maience.] [Geste du roi Charles.] uC → pages de la table (597-605).

(2) Voir aussi E. MELLI : ""estratti di un perduto codice del ""Rinaldo de Montalbano"" in un manuscritto autrografo di Lionardo Salviati"", dans Convivium, mai-juin 1961, p. 326-334 et Fl. CALLU-TURIAF : ""Recherches sur une version italienne de Renaut de Montauaban"", dans Mélanges d'Archéologie et d'Histoire de l'Ecole Française de Rome, LXXVI, 1964, p. 527-553 et LXXVII, 1965, p. 249-275."
