H-ID,type_id,preferred_name,language_COLUMN,language_COLUMN TRM-ID,literary_form,literary_form TRM-ID,is_hypothetical,is_hypothetical TRM-ID,claim_freetext,alternative_names,is_expression_of H-ID,peripheral,peripheral TRM-ID,specific_genre H-ID,length,length_freetext,verse_type,verse_type TRM-ID,rhyme_type,rhyme_type TRM-ID,Stanza_type,Stanza_type TRM-ID,is_derived_from H-ID,nature_of_derivations,tradition_status,tradition_status TRM-ID,status_notes,in_stemma H-ID,has_lost_older_version,has_lost_older_version TRM-ID,ancient_translations_freetext,rewritings_freetext,note,regional_writing_style H-ID,scripta_freetext,date_of_creation,date_of_creation_certainty,date_of_creation_certainty TRM-ID,date_of_creation_source,date_freetext,is_written_by H-ID,is_adapted_by H-ID,author_freetext,place_of_creation H-ID,place_of_creation_source,described_by_source H-ID,described_at_URL,reference_notes,review_status,review_status TRM-ID,review_note
633,101,Enfances Godefroi,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[190],No,9498.0,44167.0,5213.0,selon Jonas,[alexandrine],[9555],[full rhyme],[9779],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],"cf. chevalier au cygne, à éclaircir. Moisan renvoie à Godefroi de Bouillon, GoB. Citation de Claude Fauchet, jadis non identifiée, cf. The Old French Crusade Cycle volume 1: La Naissance du Chevalier au Cygne_, p. lxiv",,Boulonnais (Jonas),"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1151-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1151-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",,,Jonas,2e moitié 12e s.,[],[],,,,[],"[http://jonas.irht.cnrs.fr/oeuvre/4104, https://arlima.net/no/12918]",[BOSSUAT: I p. 86; sII p. 34; sIII p. 184],Open,9698.0,
634,101,Enfances Guillaume,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[90],No,9498.0,44167.0,3400.0,Arlima,[decasyllabe],[9554],[assonance],[9560],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],,48698.0,Nord-Est? wall.-lorr.sept.? (DÉAF),"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1250-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1250-12-31 00:00:00}",,,,XIII1/2x; 1em. 13es. (DÉAF),[],[],,,,[47210],"[https://arlima.net/no/1075, http://jonas.irht.cnrs.fr/oeuvre/4152]","[ARLIMA: 1075, https://arlima.net/no/1075, MOISAN: EG (cycle: Guillaume), BOSSUAT: I p. 35; sIII p. 111]",Open,9698.0,
635,101,Narbonnais,,,,,unknown,9770,,[],[102],,,,,,[],[],[],[],,,[],,surviving,9480.0,,[],Yes,9482,[],[],"Réunion par Suchier de deux poèmes auparavant considérés comme indépendants, le Departement des enfants Aimeri et le Siege de Narbonne. Existe aussi une version assonancée plus ancienne, cf. Moisan. Probables versions plus anciennes perdues; allusions d'Andrea da Barberino, Storie Nerbonesi, à des traditions pas reflétées par les textes conservées, cf. Moisan sIII.",,IdF,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1200-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1220-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1200-01-01 00:00:00, 'estMaxDate': 1220-12-31 00:00:00}",,,,"XIIIdeb, c. 1210",[],[],,,,[47062],[https://arlima.net/no/1722],"[ARLIMA: 1722, https://arlima.net/no/1722, MOISAN: N1 (cycle: Guillaume, Garin de Monglane), BOSSUAT: I p. 60; sII p. 27; sIII p. 132]",Open,9698.0,
636,101,Enfances Ogier le Danois [Geste Francor],fro_ITA (Franco-Italian),9473.0,verse,9549.0,No,9483,,[],[129],No,9498.0,44167.0,1411.0,,[decasyllabe],[9554],[full rhyme],[9779],,,[],,surviving,9480.0,,[],unknown,9770,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1350-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1350-12-31 00:00:00}",,,,XIIfin; 1re moitié du 14e (Jonas),[],[],,,,[46979],"[https://arlima.net/no/1076, http://jonas.irht.cnrs.fr/oeuvre/13416]","[ARLIMA: 248, https://arlima.net/no/248, MOISAN: EO2 etr. (cycle: Doon de Maience,Charlemagne)]",Action required,9697.0,Merge with Chevalerie Ogier franco-italian?
637,101,Enfances Renier,,,,,unknown,9770,,[],[110],,,,,,[],[],[],[],,,[],,surviving,9480.0,,[],unknown,9770,[],[],,,IdF orient. avec pic.,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1250-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1250-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,XIII2/2,[],[],,,,[46980],[https://arlima.net/no/1077],"[ARLIMA: 1077, https://arlima.net/no/1077, MOISAN: ERe (cycle: Rainouart), BOSSUAT: sIII p. 111]",Open,9698.0,
638,101,Berta e Milone [Geste Francor],fro_ITA (Franco-Italian),9473.0,verse,9549.0,No,9483,,[],[939],No,9498.0,44167.0,,,"[decasyllabe, alexandrine]","[9554, 9555]",[full rhyme],[9779],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1350-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1350-12-31 00:00:00}",,,,"XIV1/2; Première moitié (RIALFRI, Arlima) ou début (Jonas) du XIVe siècle",[],[],,,,[],"[https://arlima.net/no/171, http://jonas.irht.cnrs.fr/oeuvre/9187, https://www.rialfri.eu/en/opere/geste-francor]","[ARLIMA: 171, https://arlima.net/no/171, MOISAN: BM1 etr (cycle: Charlemagne), BOSSUAT: sIII p. 106]",Open,9698.0,
639,101,Orlandino [Geste Francor],fro_ITA (Franco-Italian),9473.0,verse,9549.0,No,9483,,[Rolandin],[939],No,9498.0,44167.0,,,"[decasyllabe, alexandrine]","[9554, 9555]",[full rhyme],[9779],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1350-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1350-12-31 00:00:00}",,,,"XIV1/2; Première moitié (RIALFRI, Arlima) ou début (Jonas) du XIVe siècle",[],[],,,,[47071],"[https://arlima.net/no/345, http://jonas.irht.cnrs.fr/oeuvre/9187, https://www.rialfri.eu/en/opere/geste-franco]","[ARLIMA: 345, https://arlima.net/no/345, MOISAN: Orl1 etr. (cycle: Charlemagne)]",Open,9698.0,
640,101,Enfances Vivien,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[118],No,9498.0,44167.0,4000.0,Nombre variable selon les manuscrits de 3095 à 4625 (Jonas),"[decasyllabe, hexasyllabe]","[9554, 9561]",[assonance],[9560],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[roman en prose],https://www.arlima.net/eh/enfances_vivien.html: permalien manquant,,IdF?,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,"XIIIdeb ou XIII3/3; dernier tiers du 13e s. (Jonas, Arlima); déb. 13es. (DÉAF)",[],[],,,,[],"[http://jonas.irht.cnrs.fr/oeuvre/4154, https://arlima.net/no/1078]","[MOISAN: EV (cycle: Vivien, Guillaume), BOSSUAT: I p. 36]",Open,9698.0,
641,101,Entrée d’Espagne,fro_ITA (Franco-Italian),9473.0,verse,9549.0,No,9483,,[],[117],No,9498.0,44167.0,15805.0,"Arlima. ""Lasse monorime di lunghezza variabile di décasyllabes o di alessandrini, con leggera prevalenza del décasyllabe; più raramente nella stessa lassa convivono décasyllabes e alessandrini; i vv. 453-456 (lettera di Marsilio a Carlomagno) sono octosyllabes rimati a coppie."" (RIALFRI)","[decasyllabe, alexandrine, octosyllabe]","[9554, 9555, 9553]",[full rhyme],[9779],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],"D'après Aebischer, Girart de Vienne primitif, et Entrée d'Espagne primitive seraient antérieurs au Roland (B sIII no 1195)",48713.0,Padoue,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1350-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1350-12-31 00:00:00}",,,,XIIIfin/XIVdeb ou XIV1/2; Primo trentennio del XIV sec (RIALFRI); Probablement dans la première moitié du XIVe siècle (éd. Thomas 1913: II lxii-lxvi (Arlima); vers 1330 (Jonas),[],[],"""Auteur padouan anonyme, peut-être au service de Louis 1er Gonzague"" (Jonas)",48712.0,,"[47207, 47206, 47208, 47205]","[https://arlima.net/no/172, http://jonas.irht.cnrs.fr/oeuvre/5753, https://www.rialfri.eu/en/opere/entree-despagne]","[ARLIMA: 172, https://arlima.net/no/172, MOISAN: EE (cycle: Charlemagne)]",Open,9698.0,
642,101,Esclarmonde,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[224],No,9498.0,44167.0,1486.0,"laisses asson (DÉAF), monorimes (Arlima)",[decasyllabe],[9554],[assonance],[9560],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],"[One alexandrine version, mise en prose]",Deux versions: une continuation du ms. de Turin de Huon de Bordeaux; en décasyllabes. La version du ms. de Turin inclut une section 'Huon roi de feerie'.,47640.0,"pic., art. -- pic. 3et. 13es (DÉAF)","{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,"XIII4/4; Dernier quart du XIIIe siècle (Brewka 1977: 126-127) Arlima, Jonas",[],[],,,,[46981],"[https://arlima.net/no/275, http://jonas.irht.cnrs.fr/oeuvre/11090]","[ARLIMA: 275, https://arlima.net/no/275, MOISAN: Esc1 (cycle: Huon de Bord.), BOSSUAT: I p. 54; sIII p. 129, DÉAF: EsclDécB]",Open,9698.0,
643,101,Esclarmonde,frm (Middle French),9557.0,verse,9549.0,No,9483,,[],[224],No,9498.0,44167.0,,,[alexandrine],[9555],[full rhyme],[9779],monorhyme 'laisse',9836.0,[642],,surviving,9480.0,,[],unknown,9770,[],[There is also a prose version (but is it a rewriting of the decasyllabic or alexandrine version?)],"Alexandrine version, kept in a 15th c. manuscript (fr. 1451); published by H. Schäfer, Chanson d'Esclarmonde : Erste Fortsetzung der Chanson de Huon de Bordeaux, nach der Pariser Handschrift Bibl. Nat. frc. 1451, eingeleitet und herausgegeben von Dr. Hermann Schäfer, Worms, 1895.",,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1351-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1400-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1351-01-01 00:00:00, 'estMaxDate': 1400-12-31 00:00:00}",,,,14 2/2 ? (DEAF),[],[],,,,[],"[https://arlima.net/no/275, http://jonas.irht.cnrs.fr/oeuvre/13200]","[ARLIMA: 275, https://arlima.net/no/275, DÉAF: EsclAlS]",Open,9698.0,
644,101,Mort de Maugis,fro (Old French),9470.0,verse,9549.0,No,9483,,[Fin de Maugis],[133],No,9498.0,44167.0,1250.0,DLF-MA,[alexandrine],[9555],[full rhyme],[9779],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],"Dans le BnF, fr. 766, en 1244 alexandrins rimés. Cf. Suard p. 222. Version sensiblement différente (remaniement?) dans BL Royal 16 G II, en 1896 alexandrins rimés. Cf. Suard p. 293",,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,XIII (Arlima),[],[],,,,[],[https://arlima.net/no/5044],"[ARLIMA: 5044, https://arlima.net/no/5044]",Open,9698.0,
646,101,Raoul de Cambrai,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[70],No,9498.0,44167.0,8542.0,Arlima; 5000 first verses remade with rhymes instead of assonances,[decasyllabe],[9554],"[assonance, full rhyme]","[9560, 9779]",monorhyme 'laisse',9836.0,[48671],,surviving,9480.0,,[],Yes,9482,[],[],"Bossuat: Longnon suppose une rédaction primitive fin Xe, par Bertolai de Laon, un remaniement fin XIe sous l'influence de la maison de Ribemont, et le poème conservé du XII 2/2. J. Flach relève des archaïsmes juridiques incompatibles avec féodalité du XIIe. [crois me souvenir de discussion avec M. Banniard sur ce sujet. Voir sa bibliogr. Dans même volume que G. Hasenohr sur abrév., Peuples d'Europe?]. Autres indices familles de Rumigny, Florennes et Ribemont, selon F. Lot. Cf. aussi Moisan sIII. Allusion de Guilhem de Berguedan aux 4 fils de Herbert dans un sirventes de 1190 prouve que thème connu en Catalogne et que des rédactions plus anciennes existaient. Citations de Claude Fauchet de 259 v., cf. Moisan sIV Fau.",,NE,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1176-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1220-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1176-01-01 00:00:00, 'estMaxDate': 1220-12-31 00:00:00}",,,,"XII, 1175-1200; fin 12e-début 13e s. (Jonas); Vers 1200 (Arlima)",[],[],,,,[47084],[https://arlima.net/no/317],"[ARLIMA: 317, https://arlima.net/no/317, MOISAN: RC (cycle: Nord), BOSSUAT: I p. 66; sII p. 28]",Open,9698.0,
647,101,Floovant,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[74],No,9498.0,44167.0,2534.0,,[alexandrine],[9555],[assonance],[9560],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[néerlandaise],[],"Version néerlandaise c. 1200 (cf. VAN O OSTROM , Frits : Grote oorzaken, kleine gevolgen? Over een bijfiguur in de « Flovent », en het primaire publiek van de Middelnederlandse ridderroman, dans Karolus Rex..., pp. 105-115).",,IdF,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1181-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1181-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",,,,XIIfin,[],[],,,,"[46991, 46992]","[https://arlima.net/no/1169, http://jonas.irht.cnrs.fr/oeuvre/8361]","[ARLIMA: 1169, https://arlima.net/no/1169, MOISAN: Fl (cycle: indép.), BOSSUAT: I p. 38; sIII p. 111]",Open,9698.0,
648,101,Octavian,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[209],No,9498.0,44128.0,5371.0,,[octosyllabe],[9553],[full rhyme],[9779],couplets,9837.0,[911],,surviving,9480.0,,[],Maybe,9484,"[Northern English version, Southern English version, German version, Italian version 1/2, Italian version 2/2]",[cf. https://www.persee.fr/doc/roma_0035-8029_1939_num_65_259_3945],,,pic. 2em. 13es. (DEAF) or anglo-norman,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1281-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1320-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1281-01-01 00:00:00, 'estMaxDate': 1320-12-31 00:00:00}",,,,XIIIfin (Arlima); fin 13e début 14e (Jonas),[],[],,,,[],"[https://arlima.net/no/11981, http://jonas.irht.cnrs.fr/oeuvre/13413]","[ARLIMA: 245, https://arlima.net/no/245]",Open,9698.0,
650,101,Galien,fro (Old French),9470.0,verse,9549.0,Yes,9482,"Moisan sIII, 'un poème initial est à l'origine des versions perdues dont sont issues les versions conservées, poème indépendant ou chap. d'une compilation de Garin de Montglane, sans doute antérieure à 1200.",[],[162],No,9498.0,,,,[],[],[],[],,,[],,lost,9478.0,,[],unknown,9770,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1150-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1150-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",,,,"XII2/2, c. 1150-1200",[],[],,,,[],[],[],Action required,9697.0,"Jonas also has a Galien in octosyllabic verses, with lost incipit. Puts it at the end of the 13th century though. Could it be this one? 
http://jonas.irht.cnrs.fr/oeuvre/10415"
651,101,Garin de Monglane,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[87],No,9498.0,44167.0,14979.0,(DÉAF),"[alexandrine, hexasyllabe]","[9555, 9561]",[unknown],[9559],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],"[version en prose (1/2), version en prose (2/2)]","The version in Bibliothèque Nationale, fr. 1460 (N) is considered either a remaniement of the original, or a new independent versions, without consensus (cf. Arlima).
Stemma in Stengel_1882_GarinMonglane,",46249.0,pic. 2em. 13es. (DÉAF),"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,XIII2/2 (DÉAF); 1ère moitié du 13e s. (Jonas); 13e s. (Arlima),[],[],,,,"[47002, 47003]","[https://arlima.net/no/30, http://jonas.irht.cnrs.fr/oeuvre/11025]","[ARLIMA: 30, https://arlima.net/no/30, MOISAN: GaM, BOSSUAT: I p. 41; sIII p. 114]",Open,9698.0,
652,101,Garin le Lorrain,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[79],No,9498.0,44167.0,17000.0,17000 décas. (Jonas); 30000 (Arlima),[decasyllabe],[9554],[assonance],[9560],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[877],unknown,9770,[],[],"Auteur à chercher parmi 'les familiers de l'abbaye Saint-Amand-les-Eaux' (Bossuat sIII no 1158). Mention de Claude Fauchet, cf. Moisan sIV Fau.",,champ.,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1181-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1181-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",,,,XIIfin (Jonas); 13e s. (Arlima; erreur?),[44978],[],Hugues Metel ou Metellus (selon D. Calmet); Jehan de Flagy (A. Duval) (cf. Arlima),,,[47012],"[https://arlima.net/no/11528, http://jonas.irht.cnrs.fr/oeuvre/5643]","[ARLIMA: 11528, https://arlima.net/no/11528, MOISAN: GL (cycle: Lorrains), BOSSUAT: I p. 40; sII p. 24; sIII p. 113]",Open,9698.0,
653,101,Gaufrey,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[213],No,9498.0,44167.0,10731.0,"Jonas, Arlima",[alexandrine],[9555],[full rhyme],[9779],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[],unknown,9770,[],[],,,pic.,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,"XIII2/2 ou XIV2/2; XIIIe siècle (Arlima, Jonas)",[],[],,,,[47004],"[https://arlima.net/no/1206, http://jonas.irht.cnrs.fr/oeuvre/8354]","[ARLIMA: 1206, https://arlima.net/no/1206, MOISAN: Gau (cycle: Doon de Maience, Charlemagne), BOSSUAT: I p. 42]",Open,9698.0,
654,101,Girbert de Metz,fro (Old French),9470.0,verse,9549.0,No,9483,,[],[80],No,9498.0,44167.0,,,[decasyllabe],[9554],[assonance],[9560],monorhyme 'laisse',9836.0,[],,surviving,9480.0,,[877],unknown,9770,[],[],,48681.0,champ.sept. (in DEAF) OR champ./pic. ?,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1181-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1181-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",,,Arlima,"XIIfin, entre 1185 et 1210 (Arlima); fin 12e s. (Jonas)",[44978],[],Jean de Flagy?,,,"[47007, 47008, 47009, 47013, 47014]","[https://arlima.net/no/1231, http://jonas.irht.cnrs.fr/oeuvre/3669]","[ARLIMA: 1231, https://arlima.net/no/1231, DEAF: GerbMetz, MOISAN: GM (cycle: Lorrains), BOSSUAT: I p. 46; sII p. 25; sIII p. 118]",Action required,9697.0,Confirm scripta. Add genre. Update date certainty.
655,101,Geste de Liege,,,,,unknown,9770,,[],[64],,,,,,[],[],[],[],,,[],,surviving,9480.0,,[],unknown,9770,[],[],"laisses d'alexandrins, 53000+ vers. Reprend une geste de Lanson, mais d'une source différente.",,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1300-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1399-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1300-01-01 00:00:00, 'estMaxDate': 1399-12-31 00:00:00}",,,,,[44977],[],Jean d'Outremeuse,,,[],[https://arlima.net/no/1482],"[ARLIMA: 1482, https://arlima.net/no/1482]",Open,9698.0,
656,101,Geste des Ducs Phelipe et Jehan de Bourgoigne,,,,,unknown,9770,,[],[229],,,,,,[],[],[],[],,,[],,surviving,9480.0,,[],unknown,9770,[],[],En alex. rimés. Suard p. 302-303.,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1412-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1500-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1412-01-01 00:00:00, 'estMaxDate': 1500-12-31 00:00:00}",,,,"XV, ap. 1412-1420",[],[],,,,[],[],[],,,
