H-ID,type_id,family_name,given_names,alternative_names,Gender,Gender TRM-ID,short_description,Representative picture,described_by_source H-ID,described_at_URL,ISNI,Honorific,Honorific TRM-ID,Person type,Person type TRM-ID,Person role,Person role TRM-ID,Story element list H-ID,floruit,date_of_birth,Country of birth,Country of birth TRM-ID,Place of birth H-ID,Life events H-ID,date_of_death,Country of death,Country of death TRM-ID,Place of death H-ID,Cause of death,Cause of death TRM-ID,Unique public identifier,Contact details or URL,Email address,Language spoken,Language spoken TRM-ID,URL
48297,10,Diengotgaf,Segher,[],,,,[],[47483],[http://www.biografischportaal.nl/persoon/43312678],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1151-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1250-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1151-01-01 00:00:00, 'estMaxDate': 1250-12-31 00:00:00}",,,,[],"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1301-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1301-12-31 00:00:00}",,,,,,,,[],,,
48383,10,,Beroul,[Béroul],,,,[],[],[],,[],[],[],[],[],[],,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1148-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1148-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",,,,,[],,,,,,,,,[],,,
48388,10,,Chrétien de Troyes,[],,,,[],[],[https://www.arlima.net/ad/chretien_de_troyes.html],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1129-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1132-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1129-01-01 00:00:00, 'estMaxDate': 1132-12-31 00:00:00}",,,,[],"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1181-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1190-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1181-01-01 00:00:00, 'estMaxDate': 1190-12-31 00:00:00}",,,,,,,,[],,,
48397,10,,Luce del Gat,[],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/602],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1151-01-01 00:00:00, 'latest': 1151-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': 1220-01-01 00:00:00, 'latest': 1220-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1151-01-01 00:00:00, 'estMaxDate': 1220-12-31 00:00:00}",,,,[],"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1231-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1231-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,,,,,[],,,
48472,10,,Jakemes,[],,,author of Picard origin,[],[],[https://arlima.net/no/233],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48486,10,,Aimon de Varennes,[],,,"Probably born in Châtillon-sur-Azergue, Rhône",[],[],[https://arlima.net/no/678],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1101-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1168-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1101-01-01 00:00:00, 'estMaxDate': 1168-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48498,10,,Albéric de Pisançon,[Auberi de Besançon (Alberic de Pisançon)],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/21],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1001-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1100-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1001-01-01 00:00:00, 'estMaxDate': 1100-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48503,10,,Lambert le Tort,[],,,clerc de Châteaudun (Eure et Loire),[],[],[http://jonas.irht.cnrs.fr/intervenant/2611],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1101-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1150-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1101-01-01 00:00:00, 'estMaxDate': 1150-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48505,10,,Eustache,[],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/4170],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1101-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1160-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1101-01-01 00:00:00, 'estMaxDate': 1160-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48507,10,,"Alexandre de Bernay, dit de Paris",[],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/1758],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1101-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1160-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1101-01-01 00:00:00, 'estMaxDate': 1160-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48512,10,,Robert d'Orbigny,[],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/1667],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1091-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1130-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1091-01-01 00:00:00, 'estMaxDate': 1130-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48517,10,,Benoît de Sainte-Maure,[],,,Normand ou tourangeau,[],[],[http://jonas.irht.cnrs.fr/intervenant/87],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1106-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1145-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1106-01-01 00:00:00, 'estMaxDate': 1145-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48547,10,,Requis,[],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/3901],,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
48560,10,,Wauchier de Denain,[],,,,[],[],[],,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
48563,10,,Manessier,[],,,"Clerc writing for Jeanne, countess of Flander",[],[],[http://jonas.irht.cnrs.fr/intervenant/616],,[],[],[],[],[],[],,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1206-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1244-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1206-01-01 00:00:00, 'estMaxDate': 1244-12-31 00:00:00}",,,,,[],,,,,,,,,[],,,
48566,10,,Gerbert de Montreuil,[],,,"Originaire de Montreuil-Sur-Mer (Pas-de-Calais)
Relation avec Marie de Ponthieu
A fréquenté les cours du Nord, et les résidences royales du Loiret
source: DLF-MA",[],[],[http://jonas.irht.cnrs.fr/intervenant/243],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1233-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1233-12-31 00:00:00}",,,,[],,,,,,,,,[],,,
48571,10,,Robert de Boron,[],,,From Boron (close to Montbéliard); wrote under the protection of Gautier de Montbéliard (d. 1212),[],[],[],,[],[],[],[],[],[],,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1191-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1210-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1191-01-01 00:00:00, 'estMaxDate': 1210-12-31 00:00:00}",,,,,[],,,,,,,,,[],,,
48599,10,de Beauvais,Vincent,[],,,,[],[],"[https://www.wikidata.org/wiki/Q455162, http://jonas.irht.cnrs.fr/intervenant/908]",,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
48605,10,Bras-de-Fer,Jean,[Jehan BrasdeFer],,,,[],[],"[https://www.wikidata.org/wiki/Q124334687, https://arlima.net/no/5587]",0000000080754590,[],[],[],[],[],[],,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1400-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1400-12-31 00:00:00}",,,,,[],,,,,,,,,[],,,
48692,10,,Raoul de Houdenc,[],,,"""Auteur de la fin du 12e et de la première moitié du 13e s., on peut proposer les dates approximatives de 1170-1230"", peut-être neveu de Pierre le Chantre. Déjà mort en 1234. Originaire de Houdenc en Bray, près de Beauvais ou de Houdan dans les Yvelines.
(DLF-MA)",[],[],[],,[],[],[],[],[],[],,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1166-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1233-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1166-01-01 00:00:00, 'estMaxDate': 1233-12-31 00:00:00}",,,,,[],,,,,,,,,[],,,
48694,10,,Walter d'Exeter,[],,,,[],[],[http://jonas.irht.cnrs.fr/intervenant/3462],,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
48718,10,,Jean Bagnyon,[],,,"Arlima: ""Né dans le canton de Vaud en 1412 — Mort après le 6 avril 1487. Juriste et écrivain suisse""",[],[],[http://jonas.irht.cnrs.fr/intervenant/412],,[],[],[],[],[],[],,,"{'comment': NULL, 'value': 1412-01-01 00:00:00, 'start': {'earliest': NULL, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': NULL, 'estMaxDate': NULL}",,,,[],"{'comment': NULL, 'value': 1487-01-01 00:00:00, 'start': {'earliest': NULL, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': NULL, 'estMaxDate': NULL}",,,,,,,,[],,,
48725,10,,Publius Ovidius Naso,[],,,,[],[],[],,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
48727,10,,Robert de Blois,[],,,"clerc de formation, trouvère, actif au milieu du 13e s., ou dans son 2e tiers (DLF-MA)",[],[],"[http://jonas.irht.cnrs.fr/intervenant/840, https://arlima.net/no/181]",,[],[],[],[],[],[],,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1241-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1260-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1241-01-01 00:00:00, 'estMaxDate': 1260-12-31 00:00:00}",,,,,[],,,,,,,,,[],,,
48751,10,,Gautier d'Arras,[],,,"""Actif au milieu du XIIe siècle, Écrivain français auteur de deux romans"" (Arlima). A travaillé pour Baudouin de Hainaut, Thibaut V de Blois, Marie de Champagne et Béatrix de Bourgogne (ép. de Frédéric Barberousse), DLF-MA",[],[],"[https://arlima.net/no/492, http://jonas.irht.cnrs.fr/intervenant/223]",,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
48768,10,,Johannes Bramis,[],,,,[],[],[],,[],[],[],[],[],[],,,,,,,[],,,,,,,,,[],,,
